231	7386.39
232	7801.13
233	7100.57
234	7290.67
235	7004.83
236	7078.82
237	7083.35
238	7003.37
239	6933.54
240	7672.34
241	6567.32
242	7537.87
243	7050.03
244	7130.2
245	6879.05
246	6912.35
247	6953.5
248	7572.37
249	6958.53
250	6879.09
251	6915.35
252	6889.96
253	6825.24
254	6835.06
255	6724.29
256	6866.15
257	6723.73
258	6852.66
259	6782.49
260	6981.44
261	6845.13
262	6950.49
263	6818.18
264	7043.76
265	6938.95
266	6998.44
267	7230.41
268	7109.08
269	7332.1
270	7386.39
271	7211.95
272	7242.96
273	6910.63
274	7077.14
275	7001.36
276	7066.68
277	7235.61
278	7062.84
279	7146.27
280	7221.91
281	6907.12
282	7422.29
283	6784.68
284	7221.51
285	7062.57
286	7160.11
287	6855.5
288	7355.21
289	7123.12
290	7498.9
291	7424.72
292	7147.15
293	7158.41
294	7357.05
295	7116.27
296	7518.42
297	7229.17
298	7224.38
299	7068.1
300	7354.01
301	7317.12
302	7013.85
303	7192.27
304	7381.02
305	7203.46
306	7198.13
307	7346.33
308	7136.38
309	7218.23
310	7027.73
311	6926.99
312	7501.7
313	7042.74
314	7016.83
315	6905.66
316	7015.72
317	6986.51
318	7277.24
319	7012.5
320	7237.15
321	6944.76
322	7184.67
323	6952.13
324	7314.95
325	7113.53
326	7153.83
327	7004.98
328	7081.54
329	7166.47
330	7175.07
331	7098.54
332	6987.99
333	6502.31
334	6923.54
335	7198.39
336	7392.78
337	6948.1
338	7002.51
339	6970.59
340	6946.85
341	7008.33
342	7192.65
343	7246.32
344	7304.59
345	7104.51
346	7188.89
347	7294.01
348	7231.49
349	7187.82
350	6975.94
351	7068.65
352	7415.53
353	7055.2
354	7108.24
355	7072.92
356	7129.06
357	7187.67
358	7051.15
359	6981.72
360	7295.7
361	7033.65
362	7146.15
363	7012.55
364	7137.17
365	7092.12
366	7181.4
367	7138.1
368	7795.1
369	7205.16
370	7137.18
371	7103.87
372	7167.45
373	7078.44
374	7062.85
375	7075.95
376	7713.61
377	7220.59
378	7314.61
379	7271.75
380	7216.8
381	7104.33
382	7056.18
383	6861.28
384	7137.27
385	6770.87
386	6893.09
387	6661.9
388	3917.35
389	7064.37
390	6763.47
391	6807.28
392	7140.86
393	7066.64
394	7149.02
395	7004.24
396	7075.06
397	5539.57
398	7308.59
399	6856.22
400	7016.97
401	6597.51
402	6857.89
403	7007.35
404	6613.15
405	6773.92
406	7254.23
407	7115.34
408	7109.39
409	7000.04
410	6936.1
411	6878.38
412	6979.49
413	7019.01
414	6900.3
415	7079.2
416	7553.68
417	7071.42
418	7019.35
419	6892.77
420	6959.23
421	6619.37
422	7009.86
423	6879.34
424	7096.6
425	6995.75
426	6833.77
427	6763.63
428	7004.62
429	7045.85
430	6867.52
431	7021.76
432	7395.46
433	6926.04
434	6885.76
435	6860.34
436	7098.4
437	6989.26
438	6179.98
439	6862.31
440	7405.57
441	6979.24
442	6904.31
443	6685.25
444	6725.13
445	6722.51
446	6986.24
447	6695.88
448	6896.87
449	6590.86
450	6681.21
451	6521.79
452	6925.23
453	6773.02
454	6785.28
455	6595.81
456	6930.19
457	6831.7
458	6891.75
459	6799.09
460	6857.61
461	6894.84
462	6864.62
463	6831.18
464	7105.52
465	6835.47
466	7041.04
467	7123.39
468	7102.68
469	7062.91
470	7047.81
471	7019.62
472	7298.44
473	6977.59
474	6979.42
475	5345.53
476	7016.13
477	7190.6
478	7351.48
479	7224.47
480	7533.26
481	6864.07
482	6891.88
483	6772.47
484	6926.45
485	7033.11
486	7034.05
487	6927.45
488	7194.71
489	6993.12
490	6985.76
491	6855.42
492	7006.65
493	6964.79
494	7020.37
495	6955.05
496	7212.78
497	6905.6
498	6981.59
499	6848.31
500	6947.82
501	6738.06
502	6805.1
503	6773.07
504	7058.97
505	6900.51
506	6907.95
507	6832.63
508	7072.34
509	6825.07
510	6887.65
511	6651.35
512	5856.56
513	6564.71
514	6783.14
515	6734.13
516	6765.8
517	6737.2
518	6806.69
519	6816.19
520	6856.71
521	6630.17
522	6839.33
523	6664.33
524	6656.89
525	6441.41
526	6504.75
527	6562.86
528	6903.13
529	5936.66
530	6802.35
531	6608.83
532	6954.44
533	6725.12
534	6657.12
535	6527.71
536	5649.74
537	6692.92
538	6763.23
539	6921.1
540	6927.97
541	6919.04
542	7195.09
543	6710.84
544	7222.4
545	6870.76
546	7007.25
547	6858.95
548	6992.01
549	7018.02
550	6934.93
551	6941.14
552	7310
553	6731.11
554	7077.09
555	6602.77
556	7168.56
557	7053.88
558	7098.57
559	6944.78
560	7225.55
561	6837.39
562	6929.91
563	6916.54
564	7040.09
565	6851.43
566	6891.6
567	6764.42
568	7144.75
569	6890.72
570	7084.46
571	6878.86
572	6789.93
573	6756.06
574	6800.83
575	6664.66
576	7147.44
577	6667.48
578	6915.03
579	6499.94
580	7030.18
581	6763.03
582	6735.65
583	6664.94
584	6894.43
585	6731.73
586	6710.41
587	6668.44
588	6824.07
589	6835.2
590	6818.52
591	6753.7
592	7175.33
593	6797.59
594	6813.71
595	6551.94
596	6790.65
597	6161.75
598	6563.56
599	6717.99
600	6907.03
601	6743.77
602	6720.02
603	6804.5
604	6804.99
605	6902.69
606	7049.87
607	7053.1
608	7187.93
609	6837.91
610	6856.24
611	7011.96
612	7062.62
613	6780.38
614	6760.14
615	6752.84
616	7061.41
617	6782.9
618	7107.65
619	6834.77
620	7008.31
621	6923.08
622	6967
623	6976.17
624	7195.4
625	6851.68
626	6906.71
627	7043.63
628	6937.82
629	6827.9
630	6934.58
631	6741.02
632	7149.03
633	7139.85
634	7032.25
635	6890.14
636	7045.79
637	6845.97
638	6997.29
639	6845.43
640	6958.77
641	6955.12
642	7143.25
643	7186.72
644	7127.67
645	6857.95
646	7178.15
647	7079.07
648	7316.87
649	6810.02
650	6146.45
651	6865.18
652	7110.7
653	6985.05
654	7115.95
655	6865.11
656	7076.22
657	6724.09
658	7019.03
659	6542.22
660	6827.1
661	6524.16
662	6660.95
663	6632.21
664	6877.99
665	6381.97
666	6824.61
667	6617.15
668	6956.75
669	6586.96
670	6762.78
671	6593.19
672	6991.54
673	6699.29
674	6338.88
675	4658.95
676	6653.65
677	6121.9
678	6161.17
679	5887.11
680	5639.13
681	6494.64
682	4754.93
683	6413.74
684	6671.29
685	6339.32
686	6735.25
687	6589.6
688	7193.34
689	6532.12
690	6779.25
691	6707.11
692	6895.65
693	6579.6
694	6656.09
695	6682.31
696	7020.34
697	6736.14
698	6780.42
699	6625.19
700	6839.69
701	6494.39
702	6681.44
703	6451.25
704	6898.19
705	6522.46
706	6795.65
707	6549.78
708	6679.93
709	6685
710	6657.63
711	6725.96
712	6996.46
713	6496.99
714	6175.52
715	6481.93
716	6671.18
717	6455.83
718	6640.17
719	6526.46
720	6728.64
721	6598.45
722	6673.53
723	6523.57
724	6867.54
725	6788.54
726	6328.31
727	6685.18
728	6725.26
729	6376.19
730	6653.45
731	6490.61
732	6581.59
733	6403.99
734	6908.52
735	6788.54
736	6409.42
737	6803.29
738	7009.83
739	6943.49
740	7013.28
741	6778.95
742	6997.16
743	6918.25
744	7207.53
745	7033.88
746	6875.23
747	6572.52
748	6936.13
749	6818.55
750	6882.19
751	6939.3
752	7186.46
753	6920.57
754	6689.31
755	6492.12
756	6685.05
757	6503.77
758	6529.33
759	6783.52
760	7161.69
761	6852.54
762	7285.84
763	7370.45
764	7487.49
765	7102.92
766	6953.31
767	6761.13
768	6611.76
769	7197.51

