1	329.795
2	197.976
3	371.489
4	847.329
5	957.191
6	1460.28
7	1527.84
8	2897.18
9	2290.83
10	2929.9
11	2669.64
12	3213.09
13	3136.62
14	3603.93
15	3451.44
16	5327.24
17	4337.87
18	4992.86
19	4634.83
20	5116.35
21	4785.18
22	5343.86
23	4885.26
24	6156.61
25	4010.06
26	3430.55
27	3066.95
28	2897.32
29	3659.61
30	2082.59
31	4616.35
32	4822.86
33	5582.71
34	4122.8
35	2254.23
36	2437.34
37	1984.63
38	2052.43
39	2183.97
40	4541.02
41	3788.35
42	4862.9
43	4132.46
44	4171.11
45	4072.69
46	4202.78
47	2923.77
48	6079.15
49	3768.21
50	4450.92
51	5701.41
52	5935.01
53	4689.54
54	4607.93
55	5931.41
56	8031.21
57	5452.41
58	5966.65
59	5839.13
60	6056.35
61	5881.33
62	5731.48
63	5786.01
64	5755.6
65	6128.58
66	6153.41
67	6061.49
68	6391.12
69	6104.64
70	6375.89
71	6096.16
72	6477.41
73	6241.53
74	6495.87
75	6326.19
76	6471.1
77	6385.08
78	6459.54
79	5435.04
80	6763
81	6465.17
82	6657.09
83	6568.98
84	6773.34
85	6685.42
86	6729.19
87	6510.83
88	7387.07
89	6649.49
90	6918.15
91	6849.19
92	7029.43
93	6750.11
94	6973.35
95	6743.31
96	7694.4
97	6711.17
98	6788.1
99	6840.95
100	6861.94
101	6754.95
102	6921.77
103	6691.22
104	7779.79
105	6987.46
106	6971.61
107	6942.17
108	6919.97
109	6013.78
110	7027.26
111	7013.53
112	8355.24
113	7298.73
114	7003.32
115	6939.56
116	6967.44
117	6964.78
118	6884.46
119	6819
120	7864.32
121	6765.52
122	6792.08
123	6734.41
124	6877.01
125	6704.84
126	6714.08
127	6316.76
128	7233.02
129	6405.75
130	6603.79
131	6468.27
132	6730.24
133	6545.54
134	6791.4
135	6733.19
136	7056.79
137	6742.46
138	6823.84
139	6783.07
140	6912.45
141	4955.56
142	7216.93
143	7026.7
144	7429.48
145	6857.77
146	6544.22
147	6923.36
148	6945.28
149	6845.32
150	6998.84
151	6882.25
152	7302.95
153	6793.14
154	6828.86
155	6795.97
156	6923.03
157	6830.71
158	7014.01
159	6991.22
160	7526.01
161	6926.16
162	7140.83
163	7005.02
164	7010.06
165	7061.61
166	7269.22
167	7032.62
168	7777.85
169	7177.29
170	7325.66
171	7065.52
172	7360.15
173	7035.61
174	7088.42
175	7019.95
176	7880.38
177	7095.52
178	7102.05
179	6995.58
180	7266.23
181	7021.86
182	7005.83
183	7050.63
184	7757.34
185	6868.55
186	6984.5
187	6882.13
188	6966.09
189	6794.69
190	6808.89
191	6552.94
192	7252.75
193	6815.99
194	6839.4
195	6758.41
196	6876.78
197	6545.83
198	6712.83
199	6686.58
200	7080.18
201	6875.81
202	6936.23
203	6773.71
204	6899.49
205	6785.82
206	6922.24
207	6905.88
208	6370.95
209	6915.54
210	7014.08
211	7043.29
212	7021.91
213	6954.93
214	7126.02
215	7145.21
216	7398.89
217	7014.27
218	7136.41
219	6959.03
220	7019.12
221	6924.62
222	7100.36
223	6896.83
224	6971.54
225	6967.41
226	7174.34
227	7209.99
228	6677.44
229	7180.33
230	7163.97
